"EWZ.Open" "EWZ.High" "EWZ.Low" "EWZ.Close" "EWZ.Volume" "EWZ.Adjusted"
"2009-04-08" 42.540001 43 41.970001 42.490002 16279400 34.315331
"2009-04-09" 43.889999 44.720001 43.810001 44.700001 23564800 36.100148
"2009-04-13" 44.200001 45.150002 43.169998 44.860001 20047000 36.229365
"2009-04-14" 44.400002 45.080002 43.299999 43.419998 17929200 35.066406
"2009-04-15" 43.119999 43.700001 42.84 43.599998 16143300 35.211776
"2009-04-16" 44.459999 44.880001 43.810001 44.560001 16112700 35.987083
"2009-04-17" 44.610001 44.779999 43.75 43.849998 14053700 35.413678
"2009-04-20" 42.630001 42.650002 41.369999 41.389999 18953800 33.426959
"2009-04-21" 41.18 42.59 40.169998 42.540001 17430800 34.355711
"2009-04-22" 42.09 43.169998 41.880001 42.389999 20639200 34.234569
"2009-04-23" 42.98 43.400002 42.34 43.310001 17214100 34.977571
"2009-04-24" 44.220001 44.830002 43.900002 44.470001 18855900 35.914398
"2009-04-27" 43.5 44.029999 42.720001 42.950001 18905500 34.686831
"2009-04-28" 42.360001 43.849998 42.25 43.439999 16608400 35.082558
"2009-04-29" 44.060001 45.759998 44.060001 45.220001 21670800 36.520105
"2009-04-30" 45.799999 46.41 45.099998 45.099998 17300500 36.42319
"2009-05-01" 45.32 47.299999 45.07 46.779999 17732600 37.779974
"2009-05-04" 47.48 49.650002 47.18 49.57 30268500 40.033206
"2009-05-05" 49.810001 50.060001 48.52 49.240002 28851400 39.766696
"2009-05-06" 50.130001 51.25 49.939999 50.560001 30817100 40.83274
"2009-05-07" 51.209999 51.25 48.740002 49.349998 25494500 39.85553
"2009-05-08" 50.810001 51.25 49.610001 51.099998 21555200 41.268847
"2009-05-11" 50.200001 51.259998 49.619999 50.919998 17270400 41.123477
"2009-05-12" 51.650002 51.82 49.43 50.290001 19262700 40.614685
"2009-05-13" 48.639999 48.779999 47.43 47.689999 22099300 38.514899
"2009-05-14" 47.759998 48.98 47.5 48.810001 18380700 39.419424
"2009-05-15" 48.950001 49.189999 47.529999 47.860001 15446300 38.652194
"2009-05-18" 49 51.110001 49 50.970001 17437900 41.16386
"2009-05-19" 51.09 52.630001 50.779999 51.580002 23104000 41.656502
"2009-05-20" 52.740002 53.790001 51.810001 51.98 31480600 41.979544
"2009-05-21" 51.049999 51.369999 50.25 51.119999 25583700 41.285
"2009-05-22" 51.549999 51.900002 50.869999 51.66 16470800 41.72111
"2009-05-26" 50.889999 53.23 50.700001 53.130001 25235700 42.908297
"2009-05-27" 53.990002 54.630001 52.540001 52.73 28931500 42.585252
"2009-05-28" 53.849998 54.630001 53.02 54.57 24168700 44.071253
"2009-05-29" 55.799999 56 54.669998 55.200001 24032100 44.580048
"2009-06-01" 57.150002 58.150002 56.889999 57.41 25948300 46.364865
"2009-06-02" 57.209999 57.970001 56.73 57.299999 28768200 46.276027
"2009-06-03" 56.299999 56.380001 53.650002 54.23 32064100 43.796666
"2009-06-04" 54.330002 56.25 54.27 56.07 20904500 45.282668
"2009-06-05" 57.380001 57.439999 55.16 55.880001 25675000 45.129223
"2009-06-08" 54.599998 56.139999 54.18 55.630001 15443600 44.927321
"2009-06-09" 56.75 56.82 55.200001 55.98 16629500 45.209983
"2009-06-10" 57.07 57.25 54.860001 55.919998 21247000 45.161525
"2009-06-11" 56.310001 58.619999 56.119999 57.950001 23984900 46.800975
"2009-06-12" 56.549999 57.18 56.360001 56.880001 16534400 45.936833
"2009-06-15" 55.880001 55.880001 53.57 54.610001 20097200 44.103558
"2009-06-16" 55.290001 55.360001 53.200001 53.23 21912400 42.989056
"2009-06-17" 52.639999 53.43 51.560001 53 26580200 42.803307
"2009-06-18" 53.040001 53.43 52.240002 52.650002 22279600 42.520644
"2009-06-19" 53.860001 54.02 53.09 53.169998 21386100 42.940599
"2009-06-22" 51.860001 52.049999 49.84 49.93 25371300 40.323945
"2009-06-23" 50.040001 51.009998 49.389999 50.700001 26065200 41.288985
"2009-06-24" 51.790001 52.360001 50.549999 51.169998 17542800 41.67174
"2009-06-25" 50.91 53.310001 50.669998 53.220001 22912700 43.341218
"2009-06-26" 53.450001 54.049999 53.060001 53.610001 18680400 43.658825
"2009-06-29" 53.990002 54.09 53.290001 53.439999 14100300 43.52038
"2009-06-30" 54.189999 54.299999 52.400002 52.970001 19204400 43.137624
"2009-07-01" 54.290001 54.779999 53.509998 53.619999 17543800 43.666968
"2009-07-02" 52.630001 52.73 52.060001 52.200001 13749200 42.510552
"2009-07-06" 50.970001 52.029999 50.240002 52.02 22875800 42.363964
"2009-07-07" 51.5 51.639999 49.509998 49.779999 20182000 40.539755
"2009-07-08" 50.07 50.32 48.029999 49.169998 27344600 40.042983
"2009-07-09" 49.830002 50.299999 48.959999 49.619999 15368500 40.409454
"2009-07-10" 48.580002 49.52 48.27 49.369999 15986100 40.20586
"2009-07-13" 49.560001 50.32 48.18 50.279999 17468800 40.946944
"2009-07-14" 50.57 50.77 49.380001 50.049999 14927300 40.759637
"2009-07-15" 51.5 53.279999 51.459999 53.029999 34928200 43.186485
"2009-07-16" 52.68 54.200001 52.5 53.709999 16886600 43.740262
"2009-07-17" 54.299999 54.369999 53.419998 54.060001 15435800 44.025296
"2009-07-20" 55.349998 55.950001 55.040001 55.720001 19766400 45.377164
"2009-07-21" 56.5 56.599998 54.73 55.82 21310200 45.458601
"2009-07-22" 55.220001 56.310001 55.049999 55.41 16366200 45.124706
"2009-07-23" 55.830002 57.68 55.59 56.919998 21015900 46.354416
"2009-07-24" 56.939999 57.369999 56.380001 57.080002 11103300 46.484719
"2009-07-27" 57.41 57.669998 56.509998 57.529999 13170800 46.851187
"2009-07-28" 56.939999 57.459999 56.169998 57.25 13101900 46.623162
"2009-07-29" 56.349998 56.400002 55.369999 55.919998 17782400 45.540038
"2009-07-30" 57.450001 58.080002 57.16 57.5 17348800 46.826757
"2009-07-31" 57.48 58.439999 57.16 57.599998 17352400 46.908193
"2009-08-03" 59.869999 60.700001 59.349998 60.389999 19445900 49.18031
"2009-08-04" 60.099998 61.380001 59.93 60.830002 16610500 49.538638
"2009-08-05" 60.779999 61.75 59.450001 61.189999 18526500 49.831812
"2009-08-06" 61.400002 61.689999 59.310001 60.139999 21409100 48.976715
"2009-08-07" 61.130001 61.48 60.400002 61.029999 13781300 49.701512
"2009-08-10" 60.599998 60.950001 59.869999 60.810001 13581800 49.52235
"2009-08-11" 59.740002 59.790001 58.830002 59.509998 14998600 48.463656
"2009-08-12" 59.23 60.529999 59.200001 60.209999 15784500 49.033722
"2009-08-13" 60.990002 61.060001 60.060001 60.869999 16977800 49.571211
"2009-08-14" 61.150002 61.23 59.16 59.799999 17483400 48.699827
"2009-08-17" 57.450001 57.98 56.830002 57.66 18613700 46.957057
"2009-08-18" 57.939999 59.080002 57.880001 58.959999 12973300 48.015749
"2009-08-19" 57.619999 59.84 57.490002 59.369999 15113200 48.349644
"2009-08-20" 59.400002 60.290001 59.27 60.150002 9752000 48.984861
"2009-08-21" 61.029999 61.52 60.799999 61.400002 12189600 50.002834
"2009-08-24" 62.099998 62.439999 60.93 61.240002 12081100 49.872533
"2009-08-25" 61.490002 62.139999 60.209999 60.25 11553400 49.066297
"2009-08-26" 59.959999 60.48 59.400002 60.220001 10581100 49.041867
"2009-08-27" 59.950001 60.450001 58.540001 60.259998 13951600 49.07444
"2009-08-28" 60.34 60.560001 59.220001 59.540001 10758800 48.48809
"2009-08-31" 58.560001 58.77 57.77 58.209999 13986000 47.404965
"2009-09-01" 58.330002 59.310001 56.669998 56.860001 22013200 46.305555
"2009-09-02" 56.68 58.009998 56.5 57.290001 13278500 46.655738
"2009-09-03" 58.110001 58.349998 57.450001 58.209999 13048600 47.404965
"2009-09-04" 58.669998 60.009998 58.23 59.84 12096900 48.732402
"2009-09-08" 61.330002 61.610001 61 61.57 14363500 50.141277
"2009-09-09" 61.860001 62.09 61.09 61.630001 16003800 50.19014
"2009-09-10" 61.610001 63 61.27 62.91 15362500 51.232544
"2009-09-11" 63.18 63.310001 62.209999 62.5 12556400 50.898649
"2009-09-14" 61.810001 63.299999 61.68 63.25 11539600 51.509433
"2009-09-15" 63.349998 64.139999 62.720001 63.950001 13936200 52.079498
"2009-09-16" 64.779999 65.660004 64.260002 65.540001 17691100 53.37436
"2009-09-17" 65.160004 66.190002 64.580002 64.900002 15996100 52.853158
"2009-09-18" 65.660004 65.769997 64.959999 65.18 13677100 53.081183
"2009-09-21" 64.709999 65.650002 64.300003 65.400002 12388700 53.260347
"2009-09-22" 66.199997 67.730003 65.660004 66.739998 17403400 54.351611
"2009-09-23" 66.739998 67.370003 65.620003 65.690002 18626700 53.496518
"2009-09-24" 66.209999 66.400002 64.120003 64.669998 21458800 52.665848
"2009-09-25" 64.800003 65.610001 64.440002 65.309998 15126100 53.18705
"2009-09-28" 65.550003 66.760002 65.470001 66.459999 10877000 54.123586
"2009-09-29" 66.959999 67.080002 66 66.580002 11784600 54.221314
"2009-09-30" 67.599998 68.5 66.440002 67.639999 19194700 55.084553
"2009-10-01" 67.760002 67.82 65.839996 66.029999 17552600 53.773403
"2009-10-02" 65.239998 67.739998 65.07 67.300003 29566600 54.807668
"2009-10-05" 67.739998 69.339996 67.330002 69.290001 19506600 56.428279
"2009-10-06" 70.239998 71 68.980003 69.760002 25563800 56.811038
"2009-10-07" 69.610001 70.07 68.870003 69.970001 17068100 56.982056
"2009-10-08" 70.620003 71.790001 70.059998 71.690002 18317300 58.382788
"2009-10-09" 71.690002 72.309998 71.370003 72.120003 12797100 58.732971
"2009-10-12" 73.059998 73.68 72.360001 72.940002 10457800 59.400761
"2009-10-13" 72.470001 72.980003 71.769997 72.800003 15106100 59.286749
"2009-10-14" 74.300003 75.82 74.080002 75.75 19650700 61.689162
"2009-10-15" 75.230003 76.330002 75 76.040001 15501300 61.925333
"2009-10-16" 74.75 75.849998 74.349998 75.489998 19572000 61.477422
"2009-10-19" 75.550003 77.07 75.120003 76.25 17615000 62.096352
"2009-10-20" 74.080002 74.25 71.129997 73.339996 54516500 59.726507
"2009-10-21" 73.690002 76.269997 73.650002 74.510002 26678600 60.679335
"2009-10-22" 74.650002 75.480003 73.480003 75.150002 16043200 61.200537
"2009-10-23" 76.370003 76.389999 74.050003 74.339996 15300900 60.540886
"2009-10-26" 75 75.849998 72.639999 73.660004 17793400 59.987115
"2009-10-27" 73.120003 73.529999 71.32 71.480003 22804400 58.211769
"2009-10-28" 71.150002 71.480003 66.699997 66.910004 33833400 54.49006
"2009-10-29" 68.959999 72.709999 68.900002 72.059998 28425100 58.684104
"2009-10-30" 72.860001 72.889999 67.900002 68.830002 35206700 56.053665
"2009-11-02" 69.620003 70.989998 68.040001 69.589996 18851500 56.672589
"2009-11-03" 67.919998 71.690002 67.739998 71.010002 23801800 57.829011
"2009-11-04" 72.540001 73.57 71.010002 72.57 23586000 59.099439
"2009-11-05" 72.989998 74.699997 72.699997 74.68 17723000 60.817778
"2009-11-06" 73.459999 74.739998 73.300003 74.389999 14831700 60.581607
"2009-11-09" 75.699997 77.620003 75.660004 77.040001 17504000 62.739711
"2009-11-10" 76.309998 77.370003 75.190002 76.690002 15904100 62.45468
"2009-11-11" 77.550003 77.589996 75.389999 76.040001 14170100 61.925333
"2009-11-12" 75.699997 76.349998 72.989998 73.540001 16990500 59.889387
"2009-11-13" 73.370003 75.519997 73.019997 74.959999 18974900 61.045803
"2009-11-16" 75.739998 77.110001 75.639999 76.769997 14150100 62.519826
"2009-11-17" 76.620003 77.839996 75.410004 77.760002 14116500 63.326065
"2009-11-18" 78.190002 78.230003 75.669998 76.5 19326000 62.299946
"2009-11-19" 75.910004 76.059998 74.230003 75.849998 17214200 61.770599
"2009-11-20" 75.120003 75.5 74.099998 75.089996 12805100 61.15167
"2009-11-23" 76.849998 77.199997 75.800003 76.199997 13854000 62.05563
"2009-11-24" 75.910004 76.739998 74.93 76.739998 13526700 62.495395
"2009-11-25" 77 78.260002 76.389999 77.860001 12283100 63.407501
"2009-11-27" 74.18 76.639999 74.110001 75.580002 17733000 61.55072
"2009-11-30" 76.389999 76.709999 75.410004 76.470001 18285900 62.275516
"2009-12-01" 77.900002 79.400002 77.769997 78.919998 18720200 64.27074
"2009-12-02" 79.129997 80.120003 79.019997 79.790001 16691400 64.979252
"2009-12-03" 80.489998 80.93 78.610001 78.879997 14994300 64.238164
"2009-12-04" 80.410004 80.849998 77.099998 77.900002 21124800 63.440077
"2009-12-07" 77.739998 79.190002 77.309998 77.769997 17890800 63.334204
"2009-12-08" 77 77.089996 75.18 76.010002 18489000 61.900902
"2009-12-09" 75.610001 76.540001 75.019997 76.489998 14976600 62.291801
"2009-12-10" 76.910004 77.489998 75.980003 77.019997 10395000 62.72342
"2009-12-11" 77.519997 77.739998 76.919998 77.440002 13177600 63.065464
"2009-12-14" 78.290001 78.410004 77.620003 78.139999 10448900 63.635526
"2009-12-15" 77.540001 78.349998 77.25 77.440002 12549400 63.065464
"2009-12-16" 77.849998 78.379997 76.68 77.120003 13657200 62.804863
"2009-12-17" 75.379997 75.720001 73.349998 73.550003 21065300 59.897532
"2009-12-18" 73.209999 74.370003 72.849998 73.800003 17023200 60.101127
"2009-12-21" 74.400002 74.860001 73.029999 73.370003 13311400 59.750944
"2009-12-22" 71.949997 72.169998 71.129997 72.059998 13588700 60.495593
"2009-12-23" 72.529999 73.419998 71.650002 72.730003 10581100 61.058074
"2009-12-24" 73.519997 73.919998 73.25 73.790001 3427100 61.94796
"2009-12-28" 74.879997 74.900002 74 74.129997 5923700 62.233393
"2009-12-29" 74.790001 74.839996 74.139999 74.25 8633000 62.427616
"2009-12-30" 74.410004 74.839996 74.110001 74.529999 7850900 62.663032
"2009-12-31" 75.139999 75.18 73.959999 74.610001 5246700 62.730295
"2010-01-04" 76.239998 77.419998 76 77.190002 12115900 64.899499
"2010-01-05" 77.400002 77.910004 76.639999 77.279999 12605000 64.975166
"2010-01-06" 77.169998 78.290001 76.940002 77.790001 11989600 65.403963
"2010-01-07" 77.300003 77.440002 76.5 76.93 9750900 64.680895
"2010-01-08" 77.389999 77.959999 77 77.470001 9772600 65.134915
"2010-01-11" 78 78.139999 76.510002 77.279999 10018500 64.975166
"2010-01-12" 75.959999 77.099998 75.5 76.110001 15398800 63.991459
"2010-01-13" 76.910004 77.07 75.010002 75.889999 18802600 63.806488
"2010-01-14" 75.459999 75.809998 74.290001 74.480003 19433900 62.620997
"2010-01-15" 74.669998 74.75 73.059998 73.540001 21758900 61.830665
"2010-01-19" 73.760002 74.879997 73.709999 74.620003 12202000 62.738705
"2010-01-20" 73.279999 73.309998 71.209999 72.459999 21743300 60.922626
"2010-01-21" 71.93 72.32 68.93 69.129997 31602000 58.12284
"2010-01-22" 68.440002 69.419998 67.480003 67.970001 26948300 57.147543
"2010-01-25" 69.029999 69.25 67.309998 67.900002 17155200 57.088689
"2010-01-26" 66.900002 68.139999 66.190002 66.830002 21053800 56.189059
"2010-01-27" 66.199997 66.800003 65.18 66.540001 26161600 55.945234
"2010-01-28" 67.089996 67.220001 65.019997 66.360001 22456200 55.793894
"2010-01-29" 67.010002 67.5 64.32 64.690002 26721800 54.389799
"2010-02-01" 65.589996 67.730003 65.449997 67.599998 19448900 56.836454
"2010-02-02" 68.330002 69.010002 67.5 68.709999 19502700 57.769716
"2010-02-03" 68.290001 68.660004 67.559998 67.760002 15321400 56.970981
"2010-02-04" 66.32 66.419998 63.509998 63.720001 32291900 53.574246
"2010-02-05" 63.439999 63.880001 60.849998 63.689999 38632400 53.54902
"2010-02-08" 63.43 64.629997 62.639999 62.84 22577800 52.834362
"2010-02-09" 65.040001 66.610001 64.629997 65.370003 33275200 54.961527
"2010-02-10" 65.769997 66.110001 64.5 65.330002 22129400 54.927895
"2010-02-11" 65.459999 67.330002 64.730003 66.93 24164000 56.273136
"2010-02-12" 65.360001 66.860001 65.029999 66.629997 19550500 56.0209
"2010-02-16" 67.830002 68.769997 67.389999 68.339996 16904400 57.458626
"2010-02-17" 69.07 69.25 67.900002 68.529999 21792000 57.618376
"2010-02-18" 68.230003 70.050003 68.230003 69.82 20770300 58.702978
"2010-02-19" 69.059998 70.32 68.980003 69.75 19053300 58.644124
"2010-02-22" 70.25 70.25 68.93 69.160004 17408200 58.148069
"2010-02-23" 68.489998 68.849998 66.769997 67.330002 20879800 56.609447
"2010-02-24" 67.660004 68.150002 66.809998 67.339996 17222100 56.617851
"2010-02-25" 65.519997 67.970001 65.150002 67.5 21681000 56.752378
"2010-02-26" 67.949997 68.660004 67.099998 68.370003 16268400 57.483855
"2010-03-01" 69.059998 69.769997 68.830002 69.68 15988100 58.58527
"2010-03-02" 70.57 71.470001 70.25 70.589996 18195800 59.350372
"2010-03-03" 71.260002 72.349998 70.150002 70.580002 23456600 59.341969
"2010-03-04" 71 71.18 69.529999 70.559998 17721400 59.32515
"2010-03-05" 71.709999 72.260002 71.300003 72.199997 19166100 60.704022
"2010-03-08" 72.220001 72.559998 71.239998 71.669998 13109600 60.258412
"2010-03-09" 71.089996 73.660004 71 73.059998 20653200 61.42709
"2010-03-10" 73.360001 74.32 72.989998 73.650002 16992900 61.923151
"2010-03-11" 73.489998 73.940002 72.730003 73.849998 12398100 62.091304
"2010-03-12" 74.260002 74.300003 73.129997 73.230003 13590900 61.570027
"2010-03-15" 73.040001 73.459999 72.25 73.199997 14684000 61.544798
"2010-03-16" 73.199997 74.050003 72.870003 73.970001 17340700 62.192199
"2010-03-17" 74.449997 74.699997 73.279999 73.57 15831700 61.855888
"2010-03-18" 72.970001 73.580002 72 72.440002 18034800 60.905813
"2010-03-19" 71.300003 72.919998 71.169998 71.300003 21307000 59.947329
"2010-03-22" 70.260002 71.970001 69.910004 71.739998 17466500 60.317266
"2010-03-23" 72.720001 72.959999 72 72.720001 16217000 61.141229
"2010-03-24" 71.790001 72.839996 71.220001 71.559998 17519500 60.165926
"2010-03-25" 72.160004 72.360001 70.169998 70.279999 20617900 59.089734
"2010-03-26" 70.599998 70.940002 69.5 70.440002 17157500 59.224261
"2010-03-29" 71.080002 72.449997 71.050003 72.339996 15164000 60.82173
"2010-03-30" 72.93 73.199997 72.18 72.769997 12459400 61.183264
"2010-03-31" 72.720001 73.779999 72.660004 73.639999 12179800 61.914742
"2010-04-01" 74.720001 75.339996 74.57 74.949997 17455700 63.016156
"2010-04-05" 75.739998 75.870003 75.050003 75.300003 11379400 63.310433
"2010-04-06" 74.940002 75.949997 74.910004 75.580002 12796700 63.545849
"2010-04-07" 75.370003 75.510002 73.910004 74.410004 18544600 62.562143
"2010-04-08" 73.739998 75.480003 73.529999 75.309998 14058600 63.318836
"2010-04-09" 75.480003 75.730003 74.889999 75.449997 13304200 63.436544
"2010-04-12" 75.529999 75.739998 74.599998 74.989998 11675600 63.049788
"2010-04-13" 74.739998 75.269997 73.800003 74.900002 16133300 62.974121
"2010-04-14" 75.68 75.940002 75.139999 75.730003 12372200 63.671967
"2010-04-15" 75.510002 76.089996 74.739998 74.959999 15094700 63.024566
"2010-04-16" 74.57 74.879997 72.720001 73.360001 26516600 61.679325
"2010-04-19" 72.760002 73.739998 72.099998 73.099998 22373400 61.460722
"2010-04-20" 74.040001 74.339996 73.470001 73.690002 15262400 61.956783
"2010-04-21" 73.559998 76.260002 71.760002 72.989998 16976900 61.368236
"2010-04-22" 72.470001 73.580002 71.589996 73.489998 24432700 61.788624
"2010-04-23" 73.050003 73.790001 72.459999 73.629997 15516100 61.906332
"2010-04-26" 74.150002 74.330002 73.300003 73.5 13715500 61.797034
"2010-04-27" 72.480003 72.610001 69.889999 70.050003 34043500 58.896359
"2010-04-28" 71.120003 71.330002 69.309998 71.010002 29270400 59.703503
"2010-04-29" 71.989998 73.220001 71.800003 73.199997 25414500 61.544798
"2010-04-30" 73.07 73.300003 72.07 72.260002 21305400 60.754473
"2010-05-03" 72.699997 73.169998 71.260002 71.800003 18575200 60.367717
"2010-05-04" 70.529999 70.559998 67.900002 67.970001 34456100 57.147543
"2010-05-05" 66.620003 68.540001 65.769997 67.199997 27807900 56.500142
"2010-05-06" 66.220001 67.779999 60 64.330002 54077600 54.087119
"2010-05-07" 63.939999 65.379997 61.360001 63.900002 52557100 53.725586
"2010-05-10" 69.230003 69.360001 66.550003 69.169998 37866800 58.156472
"2010-05-11" 67.75 69.209999 67.449997 67.449997 27046800 56.710336
"2010-05-12" 68.330002 69.040001 68 68.220001 24158100 57.357737
"2010-05-13" 68.360001 68.889999 67.610001 67.610001 20227800 56.844864
"2010-05-14" 66.720001 66.879997 64.720001 65.779999 32554000 55.306242
"2010-05-17" 65.699997 66.349998 63.18 65.089996 37060600 54.726105
"2010-05-18" 66.440002 66.519997 62.830002 63.080002 35935700 53.03615
"2010-05-19" 61.459999 62.470001 60.099998 61.57 46182700 51.766576
"2010-05-20" 58.91 60.189999 57.529999 58.610001 55560100 49.27788
"2010-05-21" 57.619999 61.209999 57.560001 61.139999 44533300 51.405042
"2010-05-24" 61.34 61.950001 59.959999 60.279999 29558400 50.681974
"2010-05-25" 57.650002 59.849998 57.18 59.779999 39479500 50.261586
"2010-05-26" 60.810001 62.330002 59.490002 60.099998 35001800 50.530634
"2010-05-27" 62.68 63.860001 62.130001 63.779999 31108100 53.62469
"2010-05-28" 63.330002 64 62.57 63.52 24356400 53.40609
"2010-06-01" 63.349998 64.620003 62.59 62.66 30656300 52.683022
"2010-06-02" 63.349998 64.93 62.889999 64.769997 24151600 54.457057
"2010-06-03" 65.239998 65.639999 62.470001 64.139999 21990800 53.92737
"2010-06-04" 62.939999 63.73 61.650002 61.939999 25028900 52.077662
"2010-06-07" 62.16 62.540001 60.77 60.869999 18008200 51.178032
"2010-06-08" 61.439999 62.75 60.869999 62.400002 25710900 52.464422
"2010-06-09" 63.419998 64.089996 62.299999 62.48 27420700 52.531682
"2010-06-10" 64.339996 65.309998 64.230003 65.099998 25446000 54.734514
"2010-06-11" 64.269997 65.790001 64.199997 65.650002 15284200 55.196943
"2010-06-14" 66.449997 66.5 64.919998 64.970001 19607300 54.625216
"2010-06-15" 65.699997 67.040001 65.449997 66.879997 14828400 56.231094
"2010-06-16" 66.150002 67.690002 66.029999 67.139999 13448800 56.449698
"2010-06-17" 67.599998 67.720001 66.169998 66.82 15113200 56.18065
"2010-06-18" 66.989998 67.75 66.769997 67.199997 13300500 56.500142
"2010-06-21" 68.739998 69 67.470001 67.919998 17699100 57.105502
"2010-06-22" 68.290001 68.93 66.730003 66.800003 23880100 56.163837
"2010-06-23" 66.379997 66.82 65.349998 66.699997 16474400 56.311573
"2010-06-24" 66.440002 66.470001 64.949997 65.540001 19057500 55.332245
"2010-06-25" 65.849998 66.989998 65.269997 66.910004 15959100 56.488872
"2010-06-28" 66.980003 67.080002 65.980003 66.120003 10549300 55.821912
"2010-06-29" 64.160004 64.209999 62.25 62.75 23149200 52.976782
"2010-06-30" 62.939999 64.019997 61.830002 61.830002 17929300 52.200073
"2010-07-01" 62.240002 63 60.880001 62.970001 25402300 53.162519
"2010-07-02" 63.59 64.099998 62.77 63.869999 14267100 53.922343
"2010-07-06" 64.93 65.239998 63.23 64.129997 17725300 54.141847
"2010-07-07" 64.139999 66.089996 64.129997 66.019997 18542600 55.737482
"2010-07-08" 66.290001 66.790001 65.5 66.610001 15450300 56.235594
"2010-07-09" 66.709999 67.889999 66.519997 67.339996 11125400 56.851894
"2010-07-12" 66.839996 67.269997 65.480003 65.919998 16361900 55.653058
"2010-07-13" 66.669998 67.230003 66.410004 66.93 12711100 56.505754
"2010-07-14" 66.110001 66.949997 65.800003 66.419998 11769500 56.075184
"2010-07-15" 66.290001 66.449997 65.150002 66.150002 15070000 55.847239
"2010-07-16" 65.669998 65.720001 64.050003 64.150002 19281900 54.158736
"2010-07-19" 64.720001 65.32 64.349998 65.07 13239500 54.935446
"2010-07-20" 64.699997 67.330002 64.629997 67.230003 23189800 56.759032
"2010-07-21" 67.790001 68.050003 66.360001 66.93 16181100 56.505754
"2010-07-22" 67.980003 69.589996 67.910004 69.029999 18502500 58.278681
"2010-07-23" 68.68 69.529999 68.279999 69.470001 15675700 58.650154
"2010-07-26" 69.230003 69.510002 68.779999 69.239998 12995000 58.455973
"2010-07-27" 70 70.120003 68.860001 69 16256100 58.253354
"2010-07-28" 69.07 70.099998 69.019997 69.5 13719800 58.67548
"2010-07-29" 70.160004 70.540001 69.110001 69.830002 15292600 58.954085
"2010-07-30" 69.169998 70.730003 68.910004 70.379997 17765300 59.418419
"2010-08-02" 71.580002 72.370003 71.43 72.080002 19331100 60.853651
"2010-08-03" 71.370003 72 70.919998 71.230003 17328000 60.136038
"2010-08-04" 71.690002 71.889999 70.620003 71.660004 14626500 60.499067
"2010-08-05" 71.309998 71.830002 71.209999 71.760002 9411500 60.58349
"2010-08-06" 71.349998 71.919998 70.650002 71.080002 14225400 60.009399
"2010-08-09" 71.650002 71.75 71.089996 71.120003 8171200 60.04317
"2010-08-10" 70.300003 70.839996 69.870003 70.5 15577400 59.519732
"2010-08-11" 69.330002 69.980003 68.089996 68.160004 19129900 57.544186
"2010-08-12" 67.5 68.760002 67.330002 68.620003 13805200 57.932541
"2010-08-13" 68.809998 69.480003 68.599998 68.610001 12573100 57.924097
"2010-08-16" 68.900002 69.989998 68.68 69.959999 10856800 59.063835
"2010-08-17" 70.849998 71.07 70.419998 70.800003 12557200 59.77301
"2010-08-18" 70.699997 71.019997 70.190002 70.800003 10974200 59.77301
"2010-08-19" 70.480003 70.650002 69.379997 69.870003 19614900 58.987856
"2010-08-20" 69.5 69.57 68.739998 69.480003 11401200 58.658598
"2010-08-23" 69.900002 70.120003 68.150002 68.300003 12135100 57.662381
"2010-08-24" 67.410004 67.93 66.889999 67.400002 20366800 56.902553
"2010-08-25" 66.910004 67.300003 66.07 67.080002 17792300 56.632393
"2010-08-26" 67.620003 67.760002 66.010002 66.110001 15368700 55.813468
"2010-08-27" 66.980003 68.690002 66.339996 68.690002 21871300 57.991639
"2010-08-30" 68.129997 68.370003 66.830002 66.900002 10846800 56.480428
"2010-08-31" 67.330002 68.220001 67.190002 67.75 16865600 57.19804
"2010-09-01" 68.989998 70.779999 68.959999 70.550003 19287500 59.561947
"2010-09-02" 70.690002 70.879997 70.169998 70.82 13144400 59.789892
"2010-09-03" 71.75 71.959999 70.580002 70.629997 16579800 59.629482
"2010-09-07" 70.379997 70.529999 69.519997 69.540001 14888100 58.709251
"2010-09-08" 70.480003 70.949997 70.269997 70.489998 12440700 59.511287
"2010-09-09" 71.019997 71.160004 70.239998 70.779999 8317800 59.756121
"2010-09-10" 71.099998 71.160004 70.650002 70.910004 7420400 59.865878
"2010-09-13" 71.910004 72.970001 71.879997 72.839996 15692700 61.495277
"2010-09-14" 72.910004 73.269997 72.330002 72.650002 14866500 61.334874
"2010-09-15" 72 72.419998 71.540001 72.330002 13902700 61.064714
"2010-09-16" 72.239998 72.519997 72 72.43 10656800 61.149137
"2010-09-17" 72.410004 72.709999 71.580002 71.779999 11117500 60.600373
"2010-09-20" 72.029999 72.620003 71.550003 72.459999 14795300 61.174464
"2010-09-21" 72.25 72.889999 71.660004 72.879997 20596400 61.529048
"2010-09-22" 73.190002 73.93 72.650002 73.400002 28158400 61.968062
"2010-09-23" 73.129997 75.07 72.910004 74.18 28527200 62.626578
"2010-09-24" 74.669998 75.25 73.57 73.900002 19572800 62.390188
"2010-09-27" 73.970001 74.730003 73.419998 74.389999 18160300 62.80387
"2010-09-28" 74.809998 75.5 73.849998 75.400002 24462400 63.656565
"2010-09-29" 75.400002 76.459999 75.269997 76.150002 29916600 64.289754
"2010-09-30" 76.949997 77.129997 76.099998 76.949997 21116100 64.965151
"2010-10-01" 76.949997 78.330002 76.949997 78.120003 16773300 65.952931
